"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"638","The Park","1 Country Ln, Mobile, AL 36608","1 Country","Mobile","AL","36608","https://fosheeresidential.com/properties/thepark/","Raanes Capital Advisors","Foshee Residential","B-","B-","1975",201,156981,"Stabilized","Mobile/Daphne, AL","North Mobile","8/5/2020","2016-06-02",NULL,"R-02-28-04-20-2-000-035",2
"639","Verandas at Rocky Ridge","3741 Chestnut Ridge Ln, Birmingham, AL 35216","3741 Chestnut Ridge","Birmingham","AL","35216","http://www.rent-verandasatrockyridge.com/","Providence Management Company LLC","Providence Management Company LLC","B-","C+","1984",226,269392,"Stabilized","Birmingham-Hoover, AL","Vestavia Hills","8/5/2020","2006-02-01",NULL,"40-00-08-2-000-006.000",3
"64","College Towers","1800 Rhodes Rd, Kent, OH 44240","1800 Rhodes","Kent","OH","44240","https://www.collegetowers.com/","Windsor Realty and Management","Windsor Realty and Management","B","C+","1970",457,310760,"Stabilized","Akron, OH","Kent/Portage County","8/5/2020",NULL,NULL,"17-015-00-00-016-000",3
"640","Huntleigh Woods","375 Hillcrest Rd, Mobile, AL 36608","375 Hillcrest","Mobile","AL","36608","http://www.huntleighwoodsapts.com/","StoneRiver Property Management","StoneRiver Property Management","B","B+","1978",233,198749,"Stabilized","Mobile/Daphne, AL","North Mobile","8/4/2020","2018-06-19",NULL,"R-02-28-05-21-3-001-067",2
"641","Anthos at Belmont","3580 McGehee Place Dr S, Montgomery, AL 36111","3580 McGehee Place","Montgomery","AL","36111","https://anthosproperties.com/property/anthos-at-belmont/","Anthos Properties","Anthos Properties","B-","B-","1992",468,405288,"Stabilized","Montgomery, AL","Central Montgomery/Prattville/Millbrook","8/5/2020",NULL,NULL,"",3
"642","Hawthorne at Wisteria","2870 Regal Cir, Birmingham, AL 35216","2870 Regal","Birmingham","AL","35216","http://www.hawthorneatwisteria.com/","Hawthorne Residential Partners","Hawthorne Residential Partners","B","B-","1979",200,295800,"Stabilized","Birmingham-Hoover, AL","Vestavia Hills","8/4/2020",NULL,NULL,"39-00-01-4-002-001.000",3
"643","Landings at North Ingle","3300 N Ingle Pl, Macon, GA 31210","3300 Ingle","Macon","GA","31210","http://www.landingsmacon.com/","Henssler Financial","Henssler Property Management","B-","B-","1979",140,136500,"Stabilized","Macon/Warner Robins, GA","Macon","8/5/2020","2015-10-13",NULL,"N052-0122",2
"644","Tradition at Palm Aire","8445 Gardens Cir, Sarasota, FL 34243","8445 Gardens","Sarasota","FL","34243","http://www.traditionapthomes.com/","Preston Giuliano Capital Partners","Weller Management","B","A-","1991",239,227050,"Stabilized","North Port-Sarasota-Bradenton, FL","Bradenton","8/4/2020","2012-04-30",NULL,"20518-1205-9",3
"645","Grayton on Dean","420 N Dean Rd, Auburn, AL 36830","420 Dean","Auburn","AL","36830","https://graytonondean.com/","Evergreen Real Estate","Elmington Capital","","","1981",240,189600,"Stabilized","Auburn-Opelika, AL","","8/6/2020","2017-11-13",NULL,"09-09-29-1-000-029.000",2
"646","Vista at Palma Sola","3900 75th St W, Bradenton, FL 34209","3900 75th","Bradenton","FL","34209","http://www.rent-vista.com/index.aspx","Prospect Capital Management","Buff Management","B-","C+","1991",340,338640,"Stabilized","North Port-Sarasota-Bradenton, FL","Bradenton","8/24/2020","2013-04-30",NULL,"51544-0250-9",3
"648","Reserve at Research Park","6200 Rime Village Dr NW, Huntsville, AL 35806","6200 Rime Village","Huntsville","AL","35806","https://www.thereserveatresearchpark.com/","Covenant Capital Group","SPM Property Management","B+","B","1988",736,847872,"Stabilized","Huntsville, AL","West Huntsville/Madison","8/4/2020","2020-01-08",NULL,"15-07-36-0-000-007.001",2
"649","Riverchase Landing","200 River Haven Cir, Hoover, AL 35244","200 River Haven","Hoover","AL","35244","https://www.liveatriverchaselanding.com/","Balfour Beatty Communities","Balfour Beatty Communities","B-","C+","1989",468,745992,"Stabilized","Birmingham-Hoover, AL","Hoover/Alabaster","8/18/2020",NULL,NULL,"",3
"65","Washington Manor/ Carriage House","283 Washington Ave, Elyria, OH 44035","283 Washington","Elyria","OH","44035","https://wrmiapartments.com/property/colonade-elyria-washington-manor/","","Windsor Realty and Management","B","B-","1964",72,36864,NULL,"Cleveland-Elyria, OH","Westlake/North Olmsted/Lorain County","1/6/2020",NULL,NULL,NULL,NULL
"650","Park at Buckingham","114 Aspen Cir, Homewood, AL 35209","114 Aspen","Homewood","AL","35209","https://theparkatbuckinghamapts.com/","Contour Development Group","","","","1973",557,590977,"Rehab","Birmingham-Hoover, AL","Homewood/Southwest Birmingham","8/7/2020","2019-04-26",NULL,"29-00-15-4-005-005.000",3
"651","The Park at Carlyle","700 Aspen Drive, Birmingham, AL 35209","700 Aspen","Birmingham","AL","35209","https://www.contourcompanies.com/callingtoncarlyle","Contour Development Group","Contour Development Group","","","1984",603,432954,"Rehab","Birmingham-Hoover, AL","Homewood/Southwest Birmingham","8/4/2020",NULL,NULL,"29-00-15-1-001-002.000",3
"652","The Park at Callington","700 Aspen Dr, Birmingham, AL 35209","700 Aspen","Birmingham","AL","35209","https://www.contourcompanies.com/callingtoncarlyle","Contour Development Group","Contour Development Group","","","1984",649,577610,"Rehab","Birmingham-Hoover, AL","Homewood/Southwest Birmingham","8/4/2020","2019-04-26",NULL,"29-00-10-4-015-001.000",3
"653","Heights at Skyland","4527 18th Ave E, Tuscaloosa, AL 35405","4527 18th","Tuscaloosa","AL","35405","http://www.heightsatskyland.com/","SB Pacific Group","Centra Partners","B-","B+","1988",304,256576,"Stabilized","Tuscaloosa, AL","Outer Tuscaloosa","8/3/2020","2019-02-04",NULL,"37-03-06-1-001-005.000",2
"654","Osprey on the Bluffs I","11900 White Bluff Rd, Savannah, GA 31419","11900 White Bluff","Savannah","GA","31419","http://www.ospreyonthebluffs.com/","Clover Group Inc","Pegasus Residential","B","B","1986",88,86504,"Stabilized","Savannah, GA","South Savannah","8/10/2020","2004-10-15",NULL,"2-0585-01-007",2
"655","Osprey on the Bluffs II","11900 White Bluff Rd, Savannah, GA 31419","11900 White Bluff","Savannah","GA","31419","http://www.pegasusresidential.com/osprey-on-the-bluffs-savannah-ga/","McDowell Properties","Pegasus Residential","B","B","1986",90,75150,"Stabilized","Savannah, GA","South Savannah","8/10/2020","2004-10-15",NULL,"2-0585-01-008",2
"657","Southwinds Point","50 Evergreen Way, Stockbridge, GA 30281","50 Evergreen","Stockbridge","GA","30281","http://www.southwindspointstockbridge.com/","PointOne Holdings","ZRS Management","B-","B","1993",240,266160,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Henry County","8/28/2020","2019-01-10",NULL,"S03-04002000",3
"658","Mid Town Oaks","3543 Carter Hill Rd, Montgomery, AL 36111","3543 Carter Hill","Montgomery","AL","36111","http://midtownoaks-apartments.com/","New Market Investors LLC","New Market Investors LLC","C+","C+","1974",250,222750,"Stabilized","Montgomery, AL","Central Montgomery/Prattville/Millbrook","8/6/2020",NULL,NULL,"",2
"659","Zelda Pointe","2845 Zelda Rd, Montgomery, AL 36106","2845 Zelda","Montgomery","AL","36106","http://www.zeldapointe.com/","Sycamore Management Group","The Lynd Company","B-","B-","1984",160,151040,"Stabilized","Montgomery, AL","Central Montgomery/Prattville/Millbrook","8/5/2020",NULL,NULL,"10-05-16-4-013-001.002",2
"66","Kamden Village","14590 Lorain Ave, Cleveland, OH 44111","14590 Lorain","Cleveland","OH","44111","https://wrmiapartments.com/property/kamden-village-apartments/","Windsor Realty and Management","Windsor Realty and Management","A-","B","1964",213,100962,"Stabilized","Cleveland-Elyria, OH","West Cleveland","8/6/2020","1999-06-08",NULL,"024-30-036",3
"660","Crest View at Cordova","3500 Creighton Rd, Pensacola, FL 32504","3500 Creighton","Pensacola","FL","32504","http://www.rent-crestviewatcordova.com/","Providence Management Company LLC","Providence Management Company LLC","B","B","1983",152,136040,"Stabilized","Pensacola-Ferry Pass-Brent, FL","Pensacola/Brent","8/18/2020","2014-01-17",NULL,"09-1S-29-4001-000-000",2
"661","Mission James Place","4009 Victory Dr, Austin, TX 78704","4009 Victory","Austin","TX","78704","http://www.missionjamesplace.com/","Starwood Capital Group","Middleburg","B+","B-","1984",283,182252,"Stabilized","Austin-Round Rock, TX","South Austin","8/5/2020","2015-04-28",NULL,"509239",3
"662","Riviera at Clear Lake II","16457 El Camino Real, Houston, TX 77062","16457 El Camino Real,","Houston","TX","77062","http://rivieraatclearlake.com/","Nitya Capital","Karya Property Management","C+","C-","1980",96,82080,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/11/2020","2015-02-12",NULL,"096-271-000-0001",2
"663","Riviera at Clear Lake I","16457 El Camino Real, Houston, TX 77062","16457 El Camino Real,","Houston","TX","77062","http://rivieraatclearlake.com/","Nitya Capital","Karya Property Management","C","D","1968",182,163436,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/3/2020","2015-02-12",NULL,"096-271-000-0001",2
"66324","Dunlap Falls","3333 W Dunlap Ave, Phoenix, AZ 85051","3333 Dunlap","Phoenix","AZ","85051","http://www.livedunlapfalls.com/","","Chamberlin + Associates","C+","B+","1970",288,240192,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Northwest Phoenix","8/6/2020","2017-10-24",NULL,"150-10-001-K",3
"66339","Cadillac Lofts","317 Lexington Ave, San Antonio, TX 78215","317 Lexington","San","TX","78215","http://www.cadillaclofts.com/","LIFSHUTZ COMPANIES","Home Spring Realty Partners","A+","B","1999",152,144248,"Stabilized","San Antonio-New Braunfels, TX","Central San Antonio","8/4/2020",NULL,NULL,"00803-022-0010",3
"664","Brassfield Park","1921 New Garden Rd, Greensboro, NC 27410","1921 New Garden","Greensboro","NC","27410","http://www.brassfieldpark.com/","White Eagle Property Group","Hawthorne Residential Partners","A","A-","1997",336,338688,"Stabilized","Greensboro/Winston-Salem, NC","West Greensboro","8/6/2020","2014-05-21",NULL,"0081231",3
"665","Commons at Westchase","10751 Meadowglen Ln, Houston, TX 77042","10751 Meadowglen","Houston","TX","77042","https://www.commonswestchase.com/","Sunstone Properties Trust","Ascension Multifamily Property Management","B+","B","1980",282,211218,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/3/2020","2016-09-30",NULL,"112-765-000-0002",2
"666","Allister Place","4939 E Busch Blvd, Tampa, FL 33617","4939 Busch","Tampa","FL","33617","https://www.allisterplacefl.com/","GMF Capital","Michaelson Group LLC","B","A-","1986",384,286848,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Temple Terrace","8/3/2020","1996-06-17",NULL,"142587-0000",3
"667","Melrose Trail","13005 Heinemann Dr, Austin, TX 78727","13005 Heinemann","Austin","TX","78727","https://www.melrosetrailapts.com/","","Franklin Management Company","B+","A","1986",183,128466,"Stabilized","Austin-Round Rock, TX","Northwest Austin","8/18/2020","2017-08-17",NULL,"273228",3
"668","Cambridge Place","10901 Meadowglen Ln, Houston, TX 77042","10901 Meadowglen","Houston","TX","77042","http://www.cambridgeplace-apts.com/","C-III Capital Partners","Internacional Realty","C+","C","1979",336,258048,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/5/2020","2013-01-15",NULL,"112-764-000-0003",3
"669","Northland Passage I","6360 N London Ave, Kansas City, MO 64151","6360 London","Kansas","MO","64151","https://www.northlandpassage.com/","The Hayman Company","The Hayman Company","B+","A-","1989",308,238392,"Stabilized","Kansas City, MO-KS","Platte County","8/18/2020","2016-10-31",NULL,"19-90-29-200-001-024-000",3
"67","Colony Bay East","3450 Brooke Colony Dr, Canal Winchester, OH 43110","3450 Brooke Colony","Canal","OH","43110","https://colony-bay-east-apartments.business.site/","FIRST AMERICAN MORTGAGE","Privately Managed","C+","C","1994",156,141648,"Stabilized","Columbus, OH","Reynoldsburg/Far East Columbus","8/6/2020",NULL,NULL,"530-225949",2
"670","Northland Passage II","6360 N London Ave, Kansas City, MO 64151","6360 London","Kansas","MO","64151","https://www.northlandpassage.com/","The Hayman Company","The Hayman Company","B+","A-","1999",288,258624,"Stabilized","Kansas City, MO-KS","Platte County","8/18/2020","2016-10-31",NULL,"19-90-29-200-001-024-000",3
"671","Waterfront Crossing","807 Cross Creek Dr, Creve Coeur, MO 63141","807 Cross Creek","Creve","MO","63141","https://www.waterfrontcrossing.com/","Somerset Partners LLC","Somerset Apartment Management","B-","C","1973",591,540174,"Stabilized","St. Louis, MO-IL","Maryland Heights/Creve Coeur","8/12/2020","2004-04-01",NULL,"17O-23-0461",4
"672","Waterfront Crossing II","807 Cross Creek Dr, Creve Coeur, MO 63141","807 Cross Creek","Creve","MO","63141","http://www.waterfrontcrossing.com/","Somerset Partners LLC","Somerset Apartment Management","B-","C","1980",402,336474,"Stabilized","St. Louis, MO-IL","Maryland Heights/Creve Coeur","8/12/2020","2004-04-01",NULL,"17O-14-0214",4
"673","Chesapeake","11620 Audelia Rd, Dallas, TX 75243","11620 Audelia","Dallas","TX","75243","https://www.michaelsongroup.com/property/chesapeake/","Michaelson Group LLC","Michaelson Group LLC","C","C","1982",127,117729,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/4/2020","2017-09-07",NULL,"00-00078-722-200-0000",2
"674","Atwater at Westchase","6158 Beacon Isles Dr, Tampa, FL 33615","6158 Beacon Isles","Tampa","FL","33615","https://atwateratwestchase.com/","ROYAL IMPERIAL GROUP","CF Real Estate Services","B","B+","1984",484,349448,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Town and Country/Westchase","8/7/2020","2019-11-01",NULL,"005758-0200",2
"675","Copper Creek Apartments","5710 Copper Creek Ct, Charlotte, NC 28227","5710 Copper Creek","Charlotte","NC","28227","http://www.coppercreekaptsnc.com/","Dasmen Residential","Dasmen Residential","B+","A-","1989",208,146224,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","Far East Charlotte/Mint Hill","8/5/2020",NULL,NULL,"",3
"676","Brookside","8117 Copper Creek Dr, Louisville, KY 40222","8117 Copper Creek","Louisville","KY","40222","http://www.brookside-apthomes.com/","Independence Realty Trust","Independence Realty Trust","A-","B+","1987",224,163968,"Stabilized","Louisville/Jefferson County, KY-IN","Northeast Louisville","8/18/2020",NULL,NULL,"",2
"677","The Montgomery","8925 Randol Mill Rd, Fort Worth, TX 76120","8925 Randol Mill","Fort","TX","76120","https://themontgomeryfortworth.com/","Ashcroft Capital","City Gate Property Group","B","A-","1985",208,173264,"Stabilized","Fort Worth-Arlington, TX","East Fort Worth","8/3/2020","2018-07-10",NULL,"05550939",2
"678","Meadows","2204 Deercross Dr, Louisville, KY 40220","2204 Deercross","Louisville","KY","40220","http://www.meadows-apthomes.com/","Independence Realty Trust","Independence Realty Trust","B+","B","1989",400,298400,"Stabilized","Louisville/Jefferson County, KY-IN","Southeast Louisville","8/18/2020","2011-11-29",NULL,"229300010000",2
"679","Bowery Bayside I","6301 S Westshore Blvd, Tampa, FL 33616","6301 Westshore","Tampa","FL","33616","http://www.bowerybaysidetampa.com/","Cortland","Cortland","A","A-","1989",832,623168,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Peninsula","8/18/2020","2015-01-30",NULL,"137821-0100",3
"68","1820 South Apartments","1820 S Crawford Rd, Mount Pleasant, MI 48858","1820 Crawford","Mount","MI","48858","https://www.1820southapts.com/","Beztak Properties","Beztak Properties","","","1988",144,121536,"Stabilized","Mount Pleasant, MI","","8/4/2020",NULL,NULL,"",2
"680","Driscoll Place","1303 Gears Rd, Houston, TX 77067","1303 Gears","Houston","TX","77067","http://www.driscollplaceapts.com/","Arbor Realty Trust Inc","Monument Real Estate Services","B","B-","1983",488,345504,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/6/2020","2004-12-29",NULL,"115-026-000-0009",3
"681","West Chase Creek","3000 Woodland Park Dr, Houston, TX 77082","3000 Woodland Park","Houston","TX","77082","http://www.westchasecreekapts.com/","Veritas Equity Management","Veritas Equity Management","A+","B+","1985",456,291384,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/6/2020",NULL,NULL,"114-551-002-0002",3
"682","The Forest at Chasewood","1600 Chasewood Dr, Charlotte, NC 28212","1600 Chasewood","Charlotte","NC","28212","http://www.forestatchasewood-apts.com/","Ginkgo Residential","Ginkgo Residential","A-","A-","1985",220,153560,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","East Charlotte","8/7/2020",NULL,NULL,"",3
"683","Canyon Oaks","600 N Pantano Rd, Tucson, AZ 85710","600 Pantano","Tucson","AZ","85710","http://www.hslcanyonoaks.com/s/homepage","HSL PROPERTIES","HSL PROPERTIES","B-","B","1984",456,253992,"Stabilized","Tucson, AZ","Southeast Tucson","8/3/2020","2006-04-06",NULL,"133-24-002H",3
"684","Camden Valley Park","9835 Valley Ranch Pkwy W, Irving, TX 75063","9835 Valley Ranch","Irving","TX","75063","https://www.camdenliving.com/irving-tx-apartments/camden-valley-park","Camden Property Trust","Camden Property Trust","A-","B","1986",516,383388,"Stabilized","Dallas-Plano-Irving, TX","Las Colinas/Coppell","8/18/2020",NULL,NULL,"32-10757-000-001-0000",3
"685","Spring Parc","18250 Marsh Ln, Dallas, TX 75287","18250 Marsh","Dallas","TX","75287","http://www.springparc.com/","RB Associates, LLC","CAF Management","B+","B+","1986",304,216752,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/17/2020",NULL,NULL,"",3
"686","Market Station","5515 W Market St, Greensboro, NC 27409","5515 Market","Greensboro","NC","27409",NULL,"Benerofe Properties","Cryptical Station, LLC","B","B","1980",304,201248,"Stabilized","Greensboro/Winston-Salem, NC","West Greensboro","8/4/2020","2017-09-27",NULL,"0042650",2
"687","Glen Arbor","4003 N Belt Line Rd, Irving, TX 75038","4003 Belt Line","Irving","TX","75038","http://www.westgateandglenarbor.com/","Eagle Property Capital","Vidalta Property Management","B+","A-","1981",320,213120,"Stabilized","Dallas-Plano-Irving, TX","North Irving","8/13/2020","2012-05-23",NULL,"32-11370-000-001-0000",2
"688","Lakeside at NorthPark","9600 Golf Lakes Trail, Dallas, TX 75231","9600 Golf Lakes","Dallas","TX","75231","https://www.lakesidedallas.com/contact.aspx","CONTI Real Estate Investments","Spectrum Realty Group","B-","B","1979",424,371848,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/5/2020",NULL,NULL,"",3
"689","Prospect Park","2300 Glen Eagle Dr, Louisville, KY 40222","2300 Glen Eagle","Louisville","KY","40222","https://www.prospectpark-apthomes.com/","Independence Realty Trust","Independence Realty Trust","B+","B","1990",138,126408,"Stabilized","Louisville/Jefferson County, KY-IN","Northeast Louisville","8/18/2020","2011-11-29",NULL,"242100C20000",3
"69","Cultural Gardens","22705 Lake Shore Blvd, Cleveland, OH 44123","22705 Lake Shore","Cleveland","OH","44123",NULL,"Integrity Realty Group","Integrity Realty Group","B-","B-","1966",186,126294,"Stabilized","Cleveland-Elyria, OH","Euclid","8/6/2020",NULL,NULL,"",2
"690","Courtney Cove","5510 N Himes Ave, Tampa, FL 33614","5510 Himes","Tampa","FL","33614","https://bhmanagement.com/communities/fl/tampa/courtney-cove-apartments-1497/","Nexpoint Residential Trust","BH Management","B+","B+","1982",324,230688,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Egypt Lake/Lowry Park","8/18/2020","2014-08-20",NULL,"102933-0100",2
"691","The Grove","2320 S Conway Rd, Orlando, FL 32812","2320 Conway","Orlando","FL","32812","https://www.groveaptshomes.com/","Michaelson Group LLC","Michaelson Group LLC","B+","A-","1973",218,147804,"Stabilized","Orlando-Kissimmee-Sanford, FL","East Orlando","8/3/2020","2017-07-13",NULL,"30-23-05-7286-00-011",2
"692","Ascent Pineville","8401 Habersham Pointe Cir, Charlotte, NC 28226","8401 Habersham Pointe","Charlotte","NC","28226","http://www.rent-ascentpineville.com/","Providence Management Company LLC","PMC Property Group","B","B+","1985",240,185520,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","South Charlotte","8/18/2020",NULL,NULL,"",3
"693","Westchase Estates","2305 Hayes Rd, Houston, TX 77077","2305 Hayes","Houston","TX","77077","https://www.theestatesatwestchase.com/","The ValCap Group","The ValCap Group","B-","C+","1980",307,248363,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/4/2020","2018-07-25",NULL,"045-138-001-0146",2
"694","Camden Preserve","6501 S Westshore Blvd, Tampa, FL 33616","6501 Westshore","Tampa","FL","33616","https://www.camdenliving.com/tampa-fl-apartments/camden-preserve","Camden Property Trust","Camden Property Trust","A-","B+","1996",276,259992,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Peninsula","8/28/2020","1995-01-11",NULL,"137821-0300",3
"696","The Glen at Highpoint","9050 Markville Dr, Dallas, TX 75243","9050 Markville","Dallas","TX","75243","http://www.glenathighpoint.com/","Priderock Capital Partners LLC","Priderock Capital Partners LLC","","","1985",708,591888,"Rehab","Dallas-Plano-Irving, TX","Northeast Dallas","8/3/2020","2015-05-21",NULL,"00-84090-B00-003-0000",3
"7","Cape Cod","13030 Blanco Rd, San Antonio, TX 78216","13030 Blanco","San","TX","78216","http://www.liveatcapecod.com/","Westmount Realty Capital LLC","Portico Property Management","B+","A-","1994",212,145644,"Stabilized","San Antonio-New Braunfels, TX","Airport Area","8/7/2020","2016-11-21",NULL,"17150-002-0030",3
"70","Edgewater Landing","1330 West Blvd, Cleveland, OH 44102","1330 West","Cleveland","OH","44102","http://www.edgewaterlandingapts.com/","K&D Properties","K&D Properties","B","B-","1988",240,150480,"Stabilized","Cleveland-Elyria, OH","West Cleveland","8/4/2020","2005-09-12",NULL,"001-13-035",7
"702","Camden Cimarron","101 Cimarron Trail, Irving, TX 75063","101 Cimarron","Irving","TX","75063","https://www.camdenliving.com/irving-tx-apartments/camden-cimarron","Camden Property Trust","Camden Property Trust","A","A-","1992",286,220792,"Stabilized","Dallas-Plano-Irving, TX","Las Colinas/Coppell","8/18/2020",NULL,NULL,"32-27376-00A-001-0000",3
"704","Vineyards at the Ranch Ph ll","9350 Skillman St, Dallas, TX 75243","9350 Skillman","Dallas","TX","75243","http://thevineyardsattheranch.com/","WindMass Capital","Alpha Omega Property Management","B-","B+","1987",484,310244,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/5/2020","2020-03-10",NULL,"00-80700-A00-001-0100",3
"705","Ashwood Park","7650 McCallum Blvd, Dallas, TX 75252","7650 McCallum","Dallas","TX","75252","http://www.myashwoodpark.com/","Irwin R. Rose","Irwin R. Rose","B","C+","1985",446,325580,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/3/2020","2006-07-14",NULL,"R-1734-026-0020-1",2
"706","Water Ridge","4600 W Pioneer Dr, Irving, TX 75061","4600 Pioneer","Irving","TX","75061","http://www.waterridgeapartments.com/","Casoro Group","Clear Property Management","C","C+","1984",476,406028,"Stabilized","Dallas-Plano-Irving, TX","South Irving","8/3/2020","2017-05-03",NULL,"32-54320-002-02R-0000",3
"707","Park Place","11 E Orange Grove Rd, Tucson, AZ 85704","11 Orange Grove","Tucson","AZ","85704","http://www.parkplacearizona.com/","Town West Realty Inc","Privately Managed","B+","B-","1976",365,374125,"Stabilized","Tucson, AZ","Casas Adobes/Oro Valley","8/4/2020","2016-06-08",NULL,"102-02-003A",3
"708","Arbor Village","839 Scaleybark Rd, Charlotte, NC 28209","839 Scaleybark","Charlotte","NC","28209","http://www.arborvillagecharlotte.com/","Brookline Investment Group","Pegasus Residential","B+","B","1984",220,157740,"Stabilized","Charlotte-Concord-Gastonia, NC-SC","Myers Park","8/4/2020",NULL,NULL,"",3
"709","Ascent Citrus Park","8102 North Sheldon Rd, Tampa, FL 33615","8102 Sheldon","Tampa","FL","33615","http://www.rent-ascentcitruspark.com/","Providence Management Company LLC","Providence Management Company LLC","B-","C+","1985",247,173394,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Town and Country/Westchase","8/18/2020","2018-11-06",NULL,"005050-0000",2
"710","The Finn","5370 Knoll Creek Dr, Hazelwood, MO 63042","5370 Knoll Creek","Hazelwood","MO","63042","http://www.thefinnapt.com/","C-III Capital Partners","Timberland Partners","B-","B","1985",608,439584,"Stabilized","St. Louis, MO-IL","Florissant/Hazelwood","8/5/2020",NULL,NULL,"",3
"711","Reserve At Conway","3149 Landtree Pl, Orlando, FL 32812","3149 Landtree","Orlando","FL","32812","http://www.reserveatconwayapts.com/","Chandler Residential Inc","Chandler Residential Inc","B+","B+","1983",220,164560,"Stabilized","Orlando-Kissimmee-Sanford, FL","East Orlando","8/4/2020","2018-08-16",NULL,"30-23-08-1030-00-010",2
"712","Trellis at the Lakes","11401 Dr M.L.K. Jr St N, Saint Petersburg, FL 33716","11401 Dr M.L.K. Jr","Saint","FL","33716","http://www.trellisatthelakesliving.com/","ESG Kullen","Lincoln Property Company","B+","B+","1982",688,503616,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","North St. Petersburg","8/7/2020","2016-09-27",NULL,"18-30-17-66251-001-0010",2
"713","Pear Tree Village","4616 Country Ln, Saint Ann, MO 63074","4616 Country","Saint","MO","63074","http://millsapartments.net/apartments/pear-tree/","Mills Properties","Mills Properties","B","A+","1967",134,96748,"Stabilized","St. Louis, MO-IL","Northeast St. Louis County","8/6/2020",NULL,NULL,"",2
"714","BayVue","5902 Memorial Hwy, Tampa, FL 33615","5902 Memorial","Tampa","FL","33615","http://www.livebayvue.com/","First Communities","First Communities","B-","B-","1984",368,283728,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","Town and Country/Westchase","8/3/2020","2016-10-06",NULL,"010355-0100",2
"715","Cove West","12400 Lighthouse Way Dr, Creve Coeur, MO 63141","12400 Lighthouse Way","Creve","MO","63141","http://www.covewestapts.com/","Somerset Partners LLC","Somerset Apartment Management","A-","A","1990",276,228528,"Stabilized","St. Louis, MO-IL","Maryland Heights/Creve Coeur","8/6/2020",NULL,NULL,"17O-42-0222",3
"716","The Knolls","3606 Pershall Rd, Ferguson, MO 63135","3606 Pershall","Ferguson","MO","63135","http://www.theknollstownhomes.com/","Monarch Investment and Management Group","Monarch Investment and Management Group","C","A-","1973",112,167216,"Stabilized","St. Louis, MO-IL","Northeast St. Louis County","8/18/2020",NULL,NULL,"",6
"717","Camden Addison","17200 Westgrove Dr, Addison, TX 75001","17200 Westgrove","Addison","TX","75001","https://www.camdenliving.com/addison-tx-apartments/camden-addison","Camden Property Trust","Camden Property Trust","B-","B","1996",456,429552,"Stabilized","Dallas-Plano-Irving, TX","Addison/Bent Tree","8/18/2020","2005-03-14",NULL,"10-00451-000-001-0000",3
"718","Marquis at Arrowhead","17374 N 89th Ave, Peoria, AZ 85382","17374 89th","Peoria","AZ","85382","http://www.mqarrowhead.com/","CWS Capital Partners LLC","CWS Capital Partners LLC","B+","A-","1997",288,266400,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Peoria/Sun City/Surprise","8/18/2020","2016-06-20",NULL,"200-42-007-P",2
"719","Camden Buckingham","430 Buckingham Rd, Richardson, TX 75081","430 Buckingham","Richardson","TX","75081","http://www.camdenbuckingham.com/","Camden Property Trust","Camden Property Trust","B","B","1998",464,426416,"Stabilized","Dallas-Plano-Irving, TX","Richardson","8/18/2020",NULL,NULL,"42-26100-00B-003-0000",3
"72","Triumph Towers","25400 Euclid Ave, Euclid, OH 44117","25400 Euclid","Euclid","OH","44117",NULL,"Privately Owned","REM Commercial Property Management","B-","C+","1969",126,82278,NULL,"Cleveland-Elyria, OH","Euclid","3/4/2020",NULL,NULL,NULL,NULL
